Date,Month,Unit,Metric,Value
01-01-2025,JAN,LINDE,HM,16280.0
01-01-2025,JAN,KALMAR 32,HM,21492.0
01-01-2025,JAN,KONECRANES,HM,4006.0
01-01-2025,JAN,SMV,HM,7528.0
01-01-2025,JAN,KALMAR 20,HM,2093.0
01-01-2025,JAN,KALMAR 21,HM,37236.0
01-01-2025,JAN,KALMAR11/KINGKONG 2,HM,16132.0
01-01-2025,JAN,KALMAR 28,HM,27082.0
01-01-2025,JAN,KALMAR 29,HM,29164.0
01-01-2025,JAN,KALMAR 30,HM,15271.0
01-01-2025,JAN,KALMAR 14,HM,14944.0
01-01-2025,JAN,KALMAR 17,HM,2151.0
01-01-2025,JAN,KALMAR 12,HM,3737.0
01-01-2025,JAN,KALMAR 15,HM,24250.0
01-01-2025,JAN,KALMAR 16,HM,3168.0
01-01-2025,JAN,KALMAR 24,HM,8928.8
01-01-2025,JAN,KALMAR 25,HM,28631.0
01-01-2025,JAN,KALMAR 27,HM,26743.0
01-01-2025,JAN,CRANE LB 75/KANGGURU,HM,3790.4
01-01-2025,JAN,CRANE LB 80T/LUCKY DOLPHIN,HM,5045.0
01-01-2025,JAN,GAJAH TUNGGAL,HM,7776.6
01-01-2025,JAN,KALMAR 13,HM,14021.3
01-01-2025,JAN,RAFLESIA,HM,23159.0
01-01-2025,JAN,SCORPION,HM,2972.0
01-01-2025,JAN,TOBATI (EX.FL KALMAR 32T),HM,13733.0
01-01-2025,JAN,WARLOCK,HM,9319.4
01-01-2025,JAN,SOKA,HM,1988.0
01-01-2025,JAN,KALMAR2/BISON,HM,7306.0
01-01-2025,JAN,KALAMR5/KINGKONG 1,HM,25925.2
01-01-2025,JAN,KALMAR 23,HM,22584.0
01-01-2025,JAN,KALMAR 4,HM,18901.0
01-01-2025,JAN,KALMAR 7,HM,536.0
01-01-2025,JAN,KALMAR 18,HM,70648.0
01-01-2025,JAN,KALMAR1/GAJAH,HM,14973.6
01-01-2025,JAN,RG01,HM,51925.0
01-01-2025,JAN,RG02,HM,52156.0
01-01-2025,JAN,RG03,HM,52346.0
01-01-2025,JAN,LANDAK,HM,1840.0
01-01-2025,JAN,MAGNETO,HM,7059.0
01-01-2025,JAN,XAVIER,HM,15190.0
01-01-2025,JAN,TITAN,HM,327.0
01-01-2025,JAN,WIND RIVER (EX.TL BOSS 42T),HM,1045.3
01-01-2025,JAN,TOP LOADER MITS 42T/BADAK,HM,3345.7
01-01-2025,JAN,TOP LOADER MITS/CENDRAWASIH,HM,3897.31
01-01-2025,JAN,TYRANOSAURUS,HM,8646.7
01-01-2025,JAN,KONECRANES 2,HM,16028.0
01-01-2025,JAN,KONECRANES 3,HM,12520.0
01-01-2025,JAN,KALMAR 31,HM,22062.0
01-01-2025,JAN,KALMAR 19,HM,14226.3
01-01-2025,JAN,KAMBOJA,HM,78.4
01-01-2025,JAN,ULIN,HM,3397.0
01-01-2025,JAN,KANTIL,HM,10354.0
01-01-2025,JAN,RAJAWALI,HM,1277.4
01-01-2025,JAN,SADEWA,HM,157.0
01-01-2025,JAN,TERATAI,HM,612.4
01-01-2025,JAN,PRENJAK,HM,650.0
01-01-2025,JAN,SAKURA,HM,3257.0
01-01-2025,JAN,GIANT,HM,2239.0
01-01-2025,JAN,PENYU,HM,2752.0
01-01-2025,JAN,TULIB,HM,1367.6
01-01-2025,JAN,ORONG-ORONG,HM,975.9
01-01-2025,JAN,PALEM,HM,3044.0
01-01-2025,JAN,BANTENG 3,HM,744.0
01-01-2025,JAN,BANTENG 4,HM,4567.0
01-01-2025,JAN,FORKLIF MITS/KENANGA,HM,9038.0
01-01-2025,JAN,GLATIK,HM,834.0
01-01-2025,JAN,MANYAR,HM,9637.0
01-01-2025,JAN,MATAHARI,HM,9763.0
01-01-2025,JAN,BANTENG 2,HM,1867.0
01-01-2025,JAN,MELATI,HM,177.6
01-01-2025,JAN,PERKUTUT,HM,6367.0
01-01-2025,JAN,MERPATI,HM,2883.0
01-01-2025,JAN,ELANG,HM,32543.0
01-01-2025,JAN,WINDU,HM,1160.0
01-01-2025,JAN,CENDET,HM,3167.0
01-01-2025,JAN,GARUDA,HM,16060.0
01-01-2025,JAN,JATAYU,HM,611.44
01-01-2025,JAN,KASUARI,HM,6052.0
01-01-2025,JAN,MERAK,HM,11950.0
01-01-2025,JAN,SEMPATI,HM,17298.0
01-01-2025,JAN,HATORI,HM,2885.0
01-01-2025,JAN,RANGER,HM,742.0
01-01-2025,JAN,BERNARD BEAR,HM,3197.0
01-01-2025,JAN,KUTILANG,HM,6246.7
01-01-2025,JAN,ATOZ,HM,3851.0
01-01-2025,JAN,KUDA PUTIH,HM,725.0
01-01-2025,JAN,PADI,HM,805.0
01-01-2025,JAN,RANDU,HM,16507.0
01-01-2025,JAN,SERUNI,HM,10849.0
01-01-2025,JAN,WERKUDORO,HM,3883.0
01-01-2025,JAN,JATI,HM,1796.4
01-01-2025,JAN,CEMARA,HM,24960.0
01-01-2025,JAN,GATUT KACA,HM,2847.0
01-01-2025,JAN,AKASIA,HM,615.0
01-01-2025,JAN,PINUS,HM,58.0
01-01-2025,JAN,KALONG,HM,337.6
01-01-2025,JAN,L 8609 UT ( EX L 7954 MU ),HM,9242.2
01-01-2025,JAN,L 8660 UN (EX. L7918MU),HM,12113.0
01-01-2025,JAN,L 8625 UT,HM,10523.0
01-01-2025,JAN,L 8604 UK (EX.L 9620 US),HM,5379.2
01-01-2025,JAN,B 9273 NK,HM,4852.0
01-01-2025,JAN,L 9968 CQ (EX.L 8084 NQ),HM,284.26
01-01-2025,JAN,L 8625 US,HM,111.0
01-01-2025,JAN,L 9622 US,HM,630.0
01-01-2025,JAN,L 8622 UK (EX.L 9626 US),HM,6732.1
01-01-2025,JAN,L 8073 UL (EX.L 8341 UR),HM,3493.4
01-01-2025,JAN,L 8595 UK (EX.L 9624 US),HM,8197.0
01-01-2025,JAN,L 8712 UK (EX.L 9628 US),HM,6615.3
01-01-2025,JAN,L 8408 UO,HM,4270.0
01-01-2025,JAN,L 8703 UK (EX.L 9173 UQ),HM,20512.0
01-01-2025,JAN,L 8487 UK (EX.L 9631 US),HM,2266.0
01-01-2025,JAN,L 8085 SK ( EX L 7287 TF ),HM,4139.0
01-01-2025,JAN,L 8631 UK (EX.L 9623 US),HM,8341.0
01-01-2025,JAN,L 9103 NN EX. L 8781 LY,HM,3726.9
01-01-2025,JAN,ALPINE,HM,9440.0
01-01-2025,JAN,KOLIBRI,HM,5858.0
01-01-2025,JAN,JALAK,HM,5437.0
01-01-2025,JAN,WALET,HM,449.0
01-01-2025,JAN,KAKATUA,HM,4312.0
01-01-2025,JAN,KENARI,HM,3531.0
01-01-2025,JAN,KALMAR 22,HM,35785.0
01-01-2025,JAN,SANY KUPP,HM,13177.0
01-01-2025,JAN,ROBIN,HM,1979.0
01-01-2025,JAN,KALMAR 26,HM,32667.0
01-01-2025,JAN,CAMAR,HM,2402.0
01-01-2025,JAN,FLAMINGO,HM,256.0
01-01-2025,JAN,MURAI,HM,1032.0
01-01-2025,JAN,L 8577 UK (EX.L 9561 UQ),HM,11575.0
01-01-2025,JAN,L 8640 UK (EX.L 9562 UQ),HM,21961.0
01-01-2025,JAN,L 8649 UK (EX.L 9580 UQ),HM,20495.0
01-01-2025,JAN,L 9844 UK (EX.L 9569 UQ),HM,28118.0
01-01-2025,JAN,L 8985 UQ,HM,211.0
01-01-2025,JAN,L 9098 UA (EX.L 9690 UO),HM,10264.0
01-01-2025,JAN,L 9049 US,HM,3248.0
01-01-2025,JAN,L 9049 UQ,HM,1349.5
01-01-2025,JAN,L 8047 UQ,HM,24637.0
01-01-2025,JAN,L 8796 UO (EX.L 9025 US),HM,342.0
01-01-2025,JAN,L 9054 UT (EX.L 8048 UO),HM,20086.0
01-01-2025,JAN,L 9055 UN,HM,18670.0
01-01-2025,JAN,L 9061 UR,HM,7345.0
01-01-2025,JAN,L 9061 US,HM,530.0
01-01-2025,JAN,L 9062 UN,HM,14020.0
01-01-2025,JAN,L 9064 UR,HM,24220.0
01-01-2025,JAN,L 9064 US,HM,17711.0
01-01-2025,JAN,L 9064 UT,HM,30654.0
01-01-2025,JAN,L 9066 UT,HM,19992.0
01-01-2025,JAN,L 9067 UN,HM,18381.0
01-01-2025,JAN,L 8910 UK (EX.L 9067 UQ),HM,2759.0
01-01-2025,JAN,L 8316 UK (EX.L 9070 UR),HM,12027.0
01-01-2025,JAN,L 8478 UK (EX.L 9070 UQ),HM,22608.0
01-01-2025,JAN,L 8469 UK (EX.L 9069 US),HM,11343.0
01-01-2025,JAN,L 8253 UK (EX.L 9070 UN),HM,28078.0
01-01-2025,JAN,L 8217 UK (EX.L 9069 UT),HM,10193.0
01-01-2025,JAN,L 9115 UQ,HM,14918.0
01-01-2025,JAN,L9116UQ,HM,2363.0
01-01-2025,JAN,L 8251 UO,HM,13469.0
01-01-2025,JAN,L 9118 UQ,HM,28215.0
01-01-2025,JAN,L9120UQ,HM,15820.0
01-01-2025,JAN,L 8280 UK (EX.L 9435 US),HM,17400.0
01-01-2025,JAN,L 8208 UK (EX.L 9436 US),HM,16446.0
01-01-2025,JAN,L 8334 UK (EX.L 9437 US),HM,16316.0
01-01-2025,JAN,L 9848 UK (EX.L 9439 US),HM,27342.0
01-01-2025,JAN,L 8271 UK (EX.L 9440 US),HM,19743.0
01-01-2025,JAN,L 8496 UK (EX.L 9634 US),HM,27825.0
01-01-2025,JAN,L 8514 UK (EX.L 9635 US),HM,18471.0
01-01-2025,JAN,L 8523 UK (EX.L 9636 US),HM,15115.0
01-01-2025,JAN,L 8460 UK (EX.L 9637 US),HM,17463.0
01-01-2025,JAN,L 8060 UR (EX.L 9200 UN),HM,30441.0
01-01-2025,JAN,L 9668 UR (EX.L 9300 UN),HM,28245.0
01-01-2025,JAN,L 8857 UO (EX.L 9300 UR),HM,444.0
01-01-2025,JAN,L 9201 UN (EX.L 9300 US),HM,21799.0
01-01-2025,JAN,L 8799 UO (EX.L 9300 UQ),HM,24865.0
01-01-2025,JAN,L 8311 UQ,HM,20682.0
01-01-2025,JAN,L 8322 UQ,HM,29379.0
01-01-2025,JAN,L 8898 UQ,HM,21896.0
01-01-2025,JAN,L 8327 UQ,HM,1316.0
01-01-2025,JAN,L 8293 UQ,HM,26033.0
01-01-2025,JAN,L 8810 UQ,HM,24476.0
01-01-2025,JAN,L 8834 UQ,HM,19291.0
01-01-2025,JAN,L 8295 UQ,HM,20606.0
01-01-2025,JAN,L 8310 UQ,HM,22872.0
01-01-2025,JAN,L 8859 UQ,HM,20925.0
01-01-2025,JAN,L 8819 UQ,HM,27678.0
01-01-2025,JAN,L 8999 UUC (EX.L 9703 UQ),HM,25404.0
01-01-2025,JAN,L 9664 UQ,HM,29464.0
01-01-2025,JAN,L 8038 US,HM,21219.0
01-01-2025,JAN,L 8246 US,HM,21631.0
01-01-2025,JAN,L 8247 US,HM,25152.0
01-01-2025,JAN,L 8191 US,HM,37954.0
01-01-2025,JAN,L 8252 US,HM,37312.0
01-01-2025,JAN,L 8257 US,HM,34608.0
01-01-2025,JAN,L 8266 US,HM,31739.0
01-01-2025,JAN,L 8195 US,HM,26652.0
01-01-2025,JAN,L 8814 UQ,HM,7314.0
01-01-2025,JAN,L 8854 UQ / S 68,HM,29440.0
01-01-2025,JAN,L 8312 UQ,HM,28531.0
01-01-2025,JAN,L 8856 UQ,HM,23415.0
01-01-2025,JAN,L 8016 UR,HM,23495.0
01-01-2025,JAN,L 8478 UUC (EX.L 9958 UQ),HM,28995.0
01-01-2025,JAN,L 8007 UR / S73,HM,26905.0
01-01-2025,JAN,L 8039 US / S74,HM,25173.0
01-01-2025,JAN,L 8477 UUC (EX.L 9902 UR),HM,23602.0
01-01-2025,JAN,L 8115 US / S76,HM,24997.0
01-01-2025,JAN,L 8159 US / S77,HM,23333.0
01-01-2025,JAN,L 8058 US / S78,HM,23110.0
01-01-2025,JAN,L 8050 US / S79,HM,25198.0
01-01-2025,JAN,L 8435 US / S80,HM,26124.0
01-01-2025,JAN,L 8986 UQ,HM,20840.0
01-01-2025,JAN,B 9225 BL,HM,7230.0
01-01-2025,JAN,L 8676 UK (EX.L 9581 UQ),HM,19297.0
01-01-2025,JAN,L 8658 UK (EX.L 9582 UQ),HM,20201.0
01-01-2025,JAN,L 8613 UK (EX.L 9566 UQ),HM,19589.0
01-01-2025,JAN,L 9633 US,HM,29778.0
01-01-2025,JAN,L 9041 NN (EX.L 9621 QA),HM,14894.0
01-01-2025,JAN,SIDE LOUDER BOSS,HM,455.0
01-01-2025,JAN,SIDE LOADER BOSS 2,HM,5531.0
01-01-2025,JAN,SIDE LOADER 5T,HM,3044.0
01-01-2025,JAN,SIDE LOUDER KALMAR,HM,46966.0
01-01-2025,JAN,SIDE LOADER 3,HM,22608.0
01-01-2025,JAN,PA 8511 AH,HM,19996.0
01-01-2025,JAN,L 8568 UK (EX.L 9627 US),HM,15673.0
01-01-2025,JAN,L 9580 UA (EX.L 9025 UT),HM,38161.0
01-01-2025,JAN,B 9220 BL,HM,8222.0
01-01-2025,JAN,B 9224 BL,HM,2122.0
01-01-2025,JAN,B 9974 KJ,HM,39377.0
01-01-2025,JAN,B 9976 KJ,HM,41433.0
01-01-2025,JAN,B 9493 JA,HM,42912.0
01-01-2025,JAN,B 9137 MJ (EX.B 9494 JA),HM,5154.0
01-01-2025,JAN,B 9157 ZJ,HM,1737.0
01-01-2025,JAN,B 9628 ZJ,HM,44641.0
01-01-2025,JAN,B 9566 ZB,HM,41133.0
01-01-2025,JAN,L 9583 UQ,HM,12397.0
01-01-2025,JAN,L 9049 UR,HM,45138.0
01-01-2025,JAN,L 9376 UN,HM,43360.0
01-01-2025,JAN,L 8153 UO EX.L 9378 UN,HM,34860.0
01-01-2025,JAN,L 9052 UR,HM,5230.0
01-01-2025,JAN,L 9048 UT,HM,44352.0
01-01-2025,JAN,L 9049 UN,HM,1124.0
02-01-2025,JAN,TANGKI SOLAR DEPO 4,MASUK,7969.0
02-01-2025,JAN,LINDE,HM,16289.0
02-01-2025,JAN,KALMAR 32,HM,21499.0
02-01-2025,JAN,KONECRANES,HM,4019.0
02-01-2025,JAN,SMV,HM,7535.0
02-01-2025,JAN,KALMAR 20,HM,2093.0
02-01-2025,JAN,KALMAR 21,HM,37240.0
02-01-2025,JAN,KALMAR11/KINGKONG 2,HM,16143.0
02-01-2025,JAN,KALMAR 28,HM,27090.0
02-01-2025,JAN,KALMAR 29,HM,29167.0
02-01-2025,JAN,KALMAR 30,HM,15278.0
02-01-2025,JAN,KALMAR 14,HM,14944.0
02-01-2025,JAN,KALMAR 17,HM,2151.0
02-01-2025,JAN,KALMAR 12,HM,3745.0
02-01-2025,JAN,KALMAR 15,HM,24252.0
02-01-2025,JAN,KALMAR 16,HM,3171.0
02-01-2025,JAN,KALMAR 24,HM,8928.8
02-01-2025,JAN,KALMAR 25,HM,28638.0
02-01-2025,JAN,KALMAR 27,HM,26748.0
02-01-2025,JAN,CRANE LB 75/KANGGURU,HM,3790.4
02-01-2025,JAN,CRANE LB 80T/LUCKY DOLPHIN,HM,5045.0
02-01-2025,JAN,GAJAH TUNGGAL,HM,7776.6
02-01-2025,JAN,KALMAR 13,HM,14021.3
02-01-2025,JAN,RAFLESIA,HM,23159.0
02-01-2025,JAN,SCORPION,HM,2972.0
02-01-2025,JAN,TOBATI (EX.FL KALMAR 32T),HM,13733.0
02-01-2025,JAN,WARLOCK,HM,9319.4
02-01-2025,JAN,SOKA,HM,1988.0
02-01-2025,JAN,KALMAR2/BISON,HM,7306.0
02-01-2025,JAN,KALAMR5/KINGKONG 1,HM,25925.2
02-01-2025,JAN,KALMAR 23,HM,22584.0
02-01-2025,JAN,KALMAR 4,HM,18901.0
02-01-2025,JAN,KALMAR 7,HM,538.0
02-01-2025,JAN,KALMAR 18,HM,70648.0
02-01-2025,JAN,KALMAR1/GAJAH,HM,14975.4
02-01-2025,JAN,RG01,HM,51930.0
02-01-2025,JAN,RG02,HM,52166.0
02-01-2025,JAN,RG03,HM,52370.0
02-01-2025,JAN,LANDAK,HM,1840.0
02-01-2025,JAN,MAGNETO,HM,7067.0
02-01-2025,JAN,XAVIER,HM,15190.0
02-01-2025,JAN,TITAN,HM,327.0
02-01-2025,JAN,WIND RIVER (EX.TL BOSS 42T),HM,1045.3
02-01-2025,JAN,TOP LOADER MITS 42T/BADAK,HM,3345.7
02-01-2025,JAN,TOP LOADER MITS/CENDRAWASIH,HM,3897.31
02-01-2025,JAN,TYRANOSAURUS,HM,8646.7
02-01-2025,JAN,KONECRANES 2,HM,16028.0
02-01-2025,JAN,KONECRANES 3,HM,12525.0
02-01-2025,JAN,KALMAR 31,HM,22067.0
02-01-2025,JAN,KALMAR 19,HM,14226.3
02-01-2025,JAN,KAMBOJA,HM,78.4
02-01-2025,JAN,ULIN,HM,3397.0
02-01-2025,JAN,KANTIL,HM,10362.0
02-01-2025,JAN,RAJAWALI,HM,1277.4
02-01-2025,JAN,SADEWA,HM,158.0
02-01-2025,JAN,TERATAI,HM,612.4
02-01-2025,JAN,PRENJAK,HM,651.0
02-01-2025,JAN,SAKURA,HM,3257.0
02-01-2025,JAN,GIANT,HM,2248.0
02-01-2025,JAN,PENYU,HM,2764.0
02-01-2025,JAN,TULIB,HM,1370.5
02-01-2025,JAN,ORONG-ORONG,HM,975.9
02-01-2025,JAN,PALEM,HM,3044.0
02-01-2025,JAN,BANTENG 3,HM,744.0
02-01-2025,JAN,BANTENG 4,HM,4567.0
02-01-2025,JAN,FORKLIF MITS/KENANGA,HM,9038.0
02-01-2025,JAN,GLATIK,HM,834.0
02-01-2025,JAN,MANYAR,HM,9637.0
02-01-2025,JAN,MATAHARI,HM,9763.0
02-01-2025,JAN,BANTENG 2,HM,1869.0
02-01-2025,JAN,MELATI,HM,187.4
02-01-2025,JAN,PERKUTUT,HM,6367.0
02-01-2025,JAN,MERPATI,HM,2883.0
02-01-2025,JAN,ELANG,HM,32548.0
02-01-2025,JAN,WINDU,HM,1164.0
02-01-2025,JAN,CENDET,HM,3177.0
02-01-2025,JAN,GARUDA,HM,16060.0
02-01-2025,JAN,JATAYU,HM,613.5
02-01-2025,JAN,KASUARI,HM,6052.0
02-01-2025,JAN,MERAK,HM,11950.0
02-01-2025,JAN,SEMPATI,HM,17298.0
02-01-2025,JAN,HATORI,HM,2885.0
02-01-2025,JAN,RANGER,HM,742.0
02-01-2025,JAN,BERNARD BEAR,HM,3197.0
02-01-2025,JAN,KUTILANG,HM,6246.7
02-01-2025,JAN,ATOZ,HM,3851.0
02-01-2025,JAN,KUDA PUTIH,HM,725.0
02-01-2025,JAN,PADI,HM,805.0
02-01-2025,JAN,RANDU,HM,16507.0
02-01-2025,JAN,SERUNI,HM,10852.0
02-01-2025,JAN,WERKUDORO,HM,3883.0
02-01-2025,JAN,JATI,HM,1803.0
02-01-2025,JAN,CEMARA,HM,24960.0
02-01-2025,JAN,GATUT KACA,HM,2854.0
02-01-2025,JAN,AKASIA,HM,615.0
02-01-2025,JAN,PINUS,HM,59.0
02-01-2025,JAN,KALONG,HM,337.6
02-01-2025,JAN,L 8609 UT ( EX L 7954 MU ),HM,9242.2
02-01-2025,JAN,L 8660 UN (EX. L7918MU),HM,12113.0
02-01-2025,JAN,L 8625 UT,HM,10532.0
02-01-2025,JAN,L 8604 UK (EX.L 9620 US),HM,5379.2
02-01-2025,JAN,B 9273 NK,HM,4866.0
02-01-2025,JAN,L 9968 CQ (EX.L 8084 NQ),HM,284.26
02-01-2025,JAN,L 8625 US,HM,111.0
02-01-2025,JAN,L 9622 US,HM,630.0
02-01-2025,JAN,L 8622 UK (EX.L 9626 US),HM,6732.1
02-01-2025,JAN,L 8073 UL (EX.L 8341 UR),HM,3493.4
02-01-2025,JAN,L 8595 UK (EX.L 9624 US),HM,8202.0
02-01-2025,JAN,L 8712 UK (EX.L 9628 US),HM,6615.3
02-01-2025,JAN,L 8408 UO,HM,4270.0
02-01-2025,JAN,L 8703 UK (EX.L 9173 UQ),HM,20512.0
02-01-2025,JAN,L 8487 UK (EX.L 9631 US),HM,2266.0
02-01-2025,JAN,L 8085 SK ( EX L 7287 TF ),HM,4139.0
02-01-2025,JAN,L 8631 UK (EX.L 9623 US),HM,8341.0
02-01-2025,JAN,L 9103 NN EX. L 8781 LY,HM,3726.9
02-01-2025,JAN,ALPINE,HM,9440.0
02-01-2025,JAN,KOLIBRI,HM,5858.0
02-01-2025,JAN,JALAK,HM,5441.0
02-01-2025,JAN,WALET,HM,449.0
02-01-2025,JAN,KAKATUA,HM,4312.0
02-01-2025,JAN,KENARI,HM,3535.0
02-01-2025,JAN,KALMAR 22,HM,35788.0
02-01-2025,JAN,SANY KUPP,HM,13185.0
02-01-2025,JAN,ROBIN,HM,1979.0
02-01-2025,JAN,KALMAR 26,HM,32671.0
02-01-2025,JAN,CAMAR,HM,2402.0
02-01-2025,JAN,FLAMINGO,HM,257.0
02-01-2025,JAN,MURAI,HM,1032.0
02-01-2025,JAN,L 8577 UK (EX.L 9561 UQ),HM,11575.0
02-01-2025,JAN,L 8640 UK (EX.L 9562 UQ),HM,21963.0
02-01-2025,JAN,L 8649 UK (EX.L 9580 UQ),HM,20515.0
02-01-2025,JAN,L 9844 UK (EX.L 9569 UQ),HM,28130.0
02-01-2025,JAN,L 8985 UQ,HM,211.0
02-01-2025,JAN,L 9098 UA (EX.L 9690 UO),HM,10264.0
02-01-2025,JAN,L 9049 US,HM,3257.0
02-01-2025,JAN,L 9049 UQ,HM,1349.5
02-01-2025,JAN,L 8047 UQ,HM,24637.0
02-01-2025,JAN,L 8796 UO (EX.L 9025 US),HM,342.0
02-01-2025,JAN,L 9054 UT (EX.L 8048 UO),HM,20087.0
02-01-2025,JAN,L 9055 UN,HM,18685.0
02-01-2025,JAN,L 9061 UR,HM,7350.0
02-01-2025,JAN,L 9061 US,HM,536.0
02-01-2025,JAN,L 9062 UN,HM,14044.0
02-01-2025,JAN,L 9064 UR,HM,24227.0
02-01-2025,JAN,L 9064 US,HM,17726.0
02-01-2025,JAN,L 9064 UT,HM,30654.0
02-01-2025,JAN,L 9066 UT,HM,20007.0
02-01-2025,JAN,L 9067 UN,HM,18405.0
02-01-2025,JAN,L 8910 UK (EX.L 9067 UQ),HM,2764.0
02-01-2025,JAN,L 8316 UK (EX.L 9070 UR),HM,12040.0
02-01-2025,JAN,L 8478 UK (EX.L 9070 UQ),HM,22613.0
02-01-2025,JAN,L 8469 UK (EX.L 9069 US),HM,11343.0
02-01-2025,JAN,L 8253 UK (EX.L 9070 UN),HM,28093.0
02-01-2025,JAN,L 8217 UK (EX.L 9069 UT),HM,10193.0
02-01-2025,JAN,L 9115 UQ,HM,14933.0
02-01-2025,JAN,L9116UQ,HM,2363.0
02-01-2025,JAN,L 8251 UO,HM,13469.0
02-01-2025,JAN,L 9118 UQ,HM,28222.0
02-01-2025,JAN,L9120UQ,HM,15832.0
02-01-2025,JAN,L 8280 UK (EX.L 9435 US),HM,17415.0
02-01-2025,JAN,L 8208 UK (EX.L 9436 US),HM,16470.0
02-01-2025,JAN,L 8334 UK (EX.L 9437 US),HM,16331.0
02-01-2025,JAN,L 9848 UK (EX.L 9439 US),HM,27357.0
02-01-2025,JAN,L 8271 UK (EX.L 9440 US),HM,19753.0
02-01-2025,JAN,L 8496 UK (EX.L 9634 US),HM,27825.0
02-01-2025,JAN,L 8514 UK (EX.L 9635 US),HM,18486.0
02-01-2025,JAN,L 8523 UK (EX.L 9636 US),HM,15129.0
02-01-2025,JAN,L 8460 UK (EX.L 9637 US),HM,17463.0
02-01-2025,JAN,L 8060 UR (EX.L 9200 UN),HM,30456.0
02-01-2025,JAN,L 9668 UR (EX.L 9300 UN),HM,28260.0
02-01-2025,JAN,L 8857 UO (EX.L 9300 UR),HM,446.0
02-01-2025,JAN,L 9201 UN (EX.L 9300 US),HM,21800.0
02-01-2025,JAN,L 8799 UO (EX.L 9300 UQ),HM,24889.0
02-01-2025,JAN,L 8311 UQ,HM,20694.0
02-01-2025,JAN,L 8322 UQ,HM,29389.0
02-01-2025,JAN,L 8898 UQ,HM,21896.0
02-01-2025,JAN,L 8327 UQ,HM,1326.0
02-01-2025,JAN,L 8293 UQ,HM,26042.0
02-01-2025,JAN,L 8810 UQ,HM,24486.0
02-01-2025,JAN,L 8834 UQ,HM,19299.0
02-01-2025,JAN,L 8295 UQ,HM,20617.0
02-01-2025,JAN,L 8310 UQ,HM,22878.0
02-01-2025,JAN,L 8859 UQ,HM,20935.0
02-01-2025,JAN,L 8819 UQ,HM,27679.0
02-01-2025,JAN,L 8999 UUC (EX.L 9703 UQ),HM,25406.0
02-01-2025,JAN,L 9664 UQ,HM,29474.0
02-01-2025,JAN,L 8038 US,HM,21226.0
02-01-2025,JAN,L 8246 US,HM,21641.0
02-01-2025,JAN,L 8247 US,HM,25152.0
02-01-2025,JAN,L 8191 US,HM,37959.0
02-01-2025,JAN,L 8252 US,HM,37328.0
02-01-2025,JAN,L 8257 US,HM,34608.0
02-01-2025,JAN,L 8266 US,HM,31739.0
02-01-2025,JAN,L 8195 US,HM,26652.0
02-01-2025,JAN,L 8814 UQ,HM,7323.0
02-01-2025,JAN,L 8854 UQ / S 68,HM,29445.0
02-01-2025,JAN,L 8312 UQ,HM,28534.0
02-01-2025,JAN,L 8856 UQ,HM,23416.0
02-01-2025,JAN,L 8016 UR,HM,23495.0
02-01-2025,JAN,L 8478 UUC (EX.L 9958 UQ),HM,29009.0
02-01-2025,JAN,L 8007 UR / S73,HM,26909.0
02-01-2025,JAN,L 8039 US / S74,HM,25174.0
02-01-2025,JAN,L 8477 UUC (EX.L 9902 UR),HM,23608.0
02-01-2025,JAN,L 8115 US / S76,HM,25002.0
02-01-2025,JAN,L 8159 US / S77,HM,23333.0
02-01-2025,JAN,L 8058 US / S78,HM,23112.0
02-01-2025,JAN,L 8050 US / S79,HM,25208.0
02-01-2025,JAN,L 8435 US / S80,HM,26131.0
02-01-2025,JAN,L 8986 UQ,HM,20855.0
02-01-2025,JAN,B 9225 BL,HM,7234.0
02-01-2025,JAN,L 8676 UK (EX.L 9581 UQ),HM,19297.0
02-01-2025,JAN,L 8658 UK (EX.L 9582 UQ),HM,20204.0
02-01-2025,JAN,L 8613 UK (EX.L 9566 UQ),HM,19590.0
02-01-2025,JAN,L 9633 US,HM,29778.0
02-01-2025,JAN,L 9041 NN (EX.L 9621 QA),HM,14894.0
02-01-2025,JAN,SIDE LOUDER BOSS,HM,455.0
02-01-2025,JAN,SIDE LOADER BOSS 2,HM,5531.0
02-01-2025,JAN,SIDE LOADER 5T,HM,3067.0
02-01-2025,JAN,SIDE LOUDER KALMAR,HM,46969.0
02-01-2025,JAN,SIDE LOADER 3,HM,22609.0
02-01-2025,JAN,PA 8511 AH,HM,20003.0
02-01-2025,JAN,L 8568 UK (EX.L 9627 US),HM,15683.0
02-01-2025,JAN,L 9580 UA (EX.L 9025 UT),HM,38161.0
02-01-2025,JAN,B 9220 BL,HM,8224.0
02-01-2025,JAN,B 9224 BL,HM,2122.0
02-01-2025,JAN,B 9974 KJ,HM,39385.0
02-01-2025,JAN,B 9976 KJ,HM,41449.0
02-01-2025,JAN,B 9493 JA,HM,42914.0
02-01-2025,JAN,B 9137 MJ (EX.B 9494 JA),HM,5154.0
02-01-2025,JAN,B 9157 ZJ,HM,1737.0
02-01-2025,JAN,B 9628 ZJ,HM,44643.0
02-01-2025,JAN,B 9566 ZB,HM,41133.0
02-01-2025,JAN,L 9583 UQ,HM,12404.0
02-01-2025,JAN,L 9049 UR,HM,45159.0
02-01-2025,JAN,L 9376 UN,HM,43367.0
02-01-2025,JAN,L 8153 UO EX.L 9378 UN,HM,34860.0
