Date,Month,Unit,Metric,Value
09-07-2025,JUL,L 8487 UK (EX.L 9631 US),HM,3416.0
09-07-2025,JUL,L 8085 SK ( EX L 7287 TF ),HM,4146.0
09-07-2025,JUL,L 8631 UK (EX.L 9623 US),HM,8626.0
09-07-2025,JUL,L 9103 NN EX. L 8781 LY,HM,3746.8
09-07-2025,JUL,ALPINE,HM,10619.0
09-07-2025,JUL,KOLIBRI,HM,6613.0
09-07-2025,JUL,JALAK,HM,5939.0
09-07-2025,JUL,WALET,HM,1088.0
09-07-2025,JUL,KAKATUA,HM,5013.0
09-07-2025,JUL,KENARI,HM,4146.0
09-07-2025,JUL,KALMAR 22,HM,37675.0
09-07-2025,JUL,SANY KUPP,HM,14715.0
09-07-2025,JUL,ROBIN,HM,2476.0
09-07-2025,JUL,KALMAR 26,HM,34697.0
09-07-2025,JUL,CAMAR,HM,3119.0
09-07-2025,JUL,FLAMINGO,HM,889.0
09-07-2025,JUL,MURAI,HM,1333.0
09-07-2025,JUL,L 8577 UK (EX.L 9561 UQ),HM,12501.0
09-07-2025,JUL,L 8640 UK (EX.L 9562 UQ),HM,25054.0
09-07-2025,JUL,L 8649 UK (EX.L 9580 UQ),HM,23266.0
09-07-2025,JUL,L 9844 UK (EX.L 9569 UQ),HM,30633.0
09-07-2025,JUL,L 8985 UQ,HM,1264.0
09-07-2025,JUL,L 9098 UA (EX.L 9690 UO),HM,10890.0
09-07-2025,JUL,L 9049 US,HM,4248.0
09-07-2025,JUL,L 9049 UQ,HM,1602.1
09-07-2025,JUL,L 8047 UQ,HM,27125.0
09-07-2025,JUL,L 8796 UO (EX.L 9025 US),HM,740.0
09-07-2025,JUL,L 9054 UT (EX.L 8048 UO),HM,23331.0
09-07-2025,JUL,L 9055 UN,HM,21283.0
09-07-2025,JUL,L 9061 UR,HM,8976.0
09-07-2025,JUL,L 9061 US,HM,3348.0
09-07-2025,JUL,L 9062 UN,HM,16539.0
09-07-2025,JUL,L 9064 UR,HM,26096.0
09-07-2025,JUL,L 9064 US,HM,20235.0
09-07-2025,JUL,L 9064 UT,HM,33402.0
09-07-2025,JUL,L 9066 UT,HM,22005.0
09-07-2025,JUL,L 9067 UN,HM,21244.0
09-07-2025,JUL,L 8910 UK (EX.L 9067 UQ),HM,4191.0
09-07-2025,JUL,L 8316 UK (EX.L 9070 UR),HM,14449.0
09-07-2025,JUL,L 8478 UK (EX.L 9070 UQ),HM,24810.0
09-07-2025,JUL,L 8469 UK (EX.L 9069 US),HM,13405.0
09-07-2025,JUL,L 8253 UK (EX.L 9070 UN),HM,30359.0
09-07-2025,JUL,L 8217 UK (EX.L 9069 UT),HM,13140.0
09-07-2025,JUL,L 9115 UQ,HM,17014.0
09-07-2025,JUL,L9116UQ,HM,3779.0
09-07-2025,JUL,L 8251 UO,HM,13930.0
09-07-2025,JUL,L 9118 UQ,HM,29719.0
09-07-2025,JUL,L9120UQ,HM,18471.0
09-07-2025,JUL,L 8280 UK (EX.L 9435 US),HM,19990.0
09-07-2025,JUL,L 8208 UK (EX.L 9436 US),HM,20638.0
09-07-2025,JUL,L 8334 UK (EX.L 9437 US),HM,18819.0
09-07-2025,JUL,L 9848 UK (EX.L 9439 US),HM,29432.0
09-07-2025,JUL,L 8271 UK (EX.L 9440 US),HM,520.0
09-07-2025,JUL,L 8496 UK (EX.L 9634 US),HM,29683.0
09-07-2025,JUL,L 8514 UK (EX.L 9635 US),HM,20805.0
09-07-2025,JUL,L 8523 UK (EX.L 9636 US),HM,17706.0
09-07-2025,JUL,L 8460 UK (EX.L 9637 US),HM,20744.0
09-07-2025,JUL,L 8060 UR (EX.L 9200 UN),HM,32596.0
09-07-2025,JUL,L 9668 UR (EX.L 9300 UN),HM,130.0
09-07-2025,JUL,L 8857 UO (EX.L 9300 UR),HM,3132.0
09-07-2025,JUL,L 9201 UN (EX.L 9300 US),HM,24721.0
09-07-2025,JUL,L 8799 UO (EX.L 9300 UQ),HM,28436.0
09-07-2025,JUL,L 8311 UQ,HM,22100.0
09-07-2025,JUL,L 8322 UQ,HM,31352.0
09-07-2025,JUL,L 8898 UQ,HM,21896.0
09-07-2025,JUL,L 8327 UQ,HM,3309.0
09-07-2025,JUL,L 8293 UQ,HM,27702.0
09-07-2025,JUL,L 8810 UQ,HM,25977.0
09-07-2025,JUL,L 8834 UQ,HM,21237.0
09-07-2025,JUL,L 8295 UQ,HM,22669.0
09-07-2025,JUL,L 8310 UQ,HM,24925.0
09-07-2025,JUL,L 8859 UQ,HM,22941.0
09-07-2025,JUL,L 8819 UQ,HM,29479.0
09-07-2025,JUL,L 8999 UUC (EX.L 9703 UQ),HM,27050.0
09-07-2025,JUL,L 9664 UQ,HM,30935.0
09-07-2025,JUL,L 8038 US,HM,23180.0
09-07-2025,JUL,L 8246 US,HM,23530.0
09-07-2025,JUL,L 8247 US,HM,26679.0
09-07-2025,JUL,L 8191 US,HM,40174.0
09-07-2025,JUL,L 8252 US,HM,39788.0
09-07-2025,JUL,L 8257 US,HM,35804.0
09-07-2025,JUL,L 8266 US,HM,33268.0
09-07-2025,JUL,L 8195 US,HM,28560.0
09-07-2025,JUL,L 8814 UQ,HM,8897.0
09-07-2025,JUL,L 8854 UQ / S 68,HM,32143.0
09-07-2025,JUL,L 8312 UQ,HM,31035.0
09-07-2025,JUL,L 8856 UQ,HM,25831.0
09-07-2025,JUL,L 8016 UR,HM,2269.0
09-07-2025,JUL,L 8478 UUC (EX.L 9958 UQ),HM,31235.0
09-07-2025,JUL,L 8007 UR / S73,HM,28843.0
09-07-2025,JUL,L 8039 US / S74,HM,27077.0
09-07-2025,JUL,L 8477 UUC (EX.L 9902 UR),HM,25123.0
09-07-2025,JUL,L 8115 US / S76,HM,26705.0
09-07-2025,JUL,L 8159 US / S77,HM,24804.0
09-07-2025,JUL,L 8058 US / S78,HM,25285.0
09-07-2025,JUL,L 8050 US / S79,HM,27207.0
09-07-2025,JUL,L 8435 US / S80,HM,28238.0
09-07-2025,JUL,L 8986 UQ,HM,22494.0
09-07-2025,JUL,B 9225 BL,HM,8806.0
09-07-2025,JUL,L 8676 UK (EX.L 9581 UQ),HM,20269.0
09-07-2025,JUL,L 8658 UK (EX.L 9582 UQ),HM,21193.0
09-07-2025,JUL,L 8613 UK (EX.L 9566 UQ),HM,20690.0
09-07-2025,JUL,L 9633 US,HM,31410.0
09-07-2025,JUL,L 9041 NN (EX.L 9621 QA),HM,752.0
09-07-2025,JUL,SIDE LOUDER BOSS,HM,455.0
09-07-2025,JUL,SIDE LOADER BOSS 2,HM,416.0
09-07-2025,JUL,SIDE LOADER 5T,HM,4153.0
09-07-2025,JUL,SIDE LOUDER KALMAR,HM,49389.0
09-07-2025,JUL,SIDE LOADER 3,HM,24686.0
09-07-2025,JUL,PA 8511 AH,HM,22005.0
09-07-2025,JUL,L 8568 UK (EX.L 9627 US),HM,17103.0
09-07-2025,JUL,L 9580 UA (EX.L 9025 UT),HM,41051.0
09-07-2025,JUL,B 9220 BL,HM,10608.0
09-07-2025,JUL,B 9224 BL,HM,3685.0
09-07-2025,JUL,B 9974 KJ,HM,41616.0
09-07-2025,JUL,B 9976 KJ,HM,44068.0
09-07-2025,JUL,B 9493 JA,HM,45198.0
09-07-2025,JUL,B 9137 MJ (EX.B 9494 JA),HM,7590.0
09-07-2025,JUL,B 9157 ZJ,HM,4271.0
09-07-2025,JUL,B 9628 ZJ,HM,47419.0
09-07-2025,JUL,B 9566 ZB,HM,43691.0
09-07-2025,JUL,L 9583 UQ,HM,14808.0
09-07-2025,JUL,L 9049 UR,HM,48238.0
09-07-2025,JUL,L 9376 UN,HM,46071.0
09-07-2025,JUL,L 8153 UO EX.L 9378 UN,HM,36842.0
09-07-2025,JUL,L 9052 UR,HM,7519.0
09-07-2025,JUL,L 9048 UT,HM,46893.0
09-07-2025,JUL,L 9049 UN,HM,3175.0
10-07-2025,JUL,TANGKI SOLAR DEPO 4,MASUK,7976.0
10-07-2025,JUL,TANGKI SOLAR DP MARUNI,MASUK,600.0
10-07-2025,JUL,TANGKI SOLAR DP TIMIKA,MASUK,5000.0
10-07-2025,JUL,LINDE,HM,17713.0
10-07-2025,JUL,KALMAR 32,HM,23590.0
10-07-2025,JUL,KONECRANES,HM,6228.0
10-07-2025,JUL,SMV,HM,8271.0
10-07-2025,JUL,KALMAR 20,HM,2612.0
10-07-2025,JUL,KALMAR 21,HM,39572.0
10-07-2025,JUL,KALMAR11/KINGKONG 2,HM,18688.0
10-07-2025,JUL,KALMAR 28,HM,27905.0
10-07-2025,JUL,KALMAR 29,HM,30729.0
10-07-2025,JUL,KALMAR 30,HM,16295.0
10-07-2025,JUL,KALMAR 14,HM,16572.0
10-07-2025,JUL,KALMAR 17,HM,2418.0
10-07-2025,JUL,KALMAR 12,HM,5502.0
10-07-2025,JUL,KALMAR 15,HM,25427.0
10-07-2025,JUL,KALMAR 16,HM,4320.0
10-07-2025,JUL,KALMAR 24,HM,9613.0
10-07-2025,JUL,KALMAR 25,HM,30654.0
10-07-2025,JUL,KALMAR 27,HM,28460.0
10-07-2025,JUL,CRANE LB 75/KANGGURU,HM,3908.3
10-07-2025,JUL,CRANE LB 80T/LUCKY DOLPHIN,HM,5170.0
10-07-2025,JUL,GAJAH TUNGGAL,HM,540.8
10-07-2025,JUL,KALMAR 13,HM,166.2
10-07-2025,JUL,RAFLESIA,HM,23437.0
10-07-2025,JUL,SCORPION,HM,3104.0
10-07-2025,JUL,TOBATI (EX.FL KALMAR 32T),HM,13947.6
10-07-2025,JUL,WARLOCK,HM,9722.2
10-07-2025,JUL,SOKA,HM,1988.0
10-07-2025,JUL,KALMAR2/BISON,HM,9301.0
10-07-2025,JUL,KALAMR5/KINGKONG 1,HM,27317.3
10-07-2025,JUL,KALMAR 23,HM,23287.0
10-07-2025,JUL,KALMAR 4,HM,19987.0
10-07-2025,JUL,KALMAR 7,HM,1566.0
10-07-2025,JUL,KALMAR 18,HM,71478.0
10-07-2025,JUL,KALMAR1/GAJAH,HM,15724.7
10-07-2025,JUL,RG01,HM,56361.0
10-07-2025,JUL,RG02,HM,56640.0
10-07-2025,JUL,RG03,HM,56820.0
10-07-2025,JUL,LANDAK,HM,1995.0
10-07-2025,JUL,MAGNETO,HM,8229.0
10-07-2025,JUL,XAVIER,HM,15506.0
10-07-2025,JUL,TITAN,HM,735.0
10-07-2025,JUL,WIND RIVER (EX.TL BOSS 42T),HM,76.7
10-07-2025,JUL,TOP LOADER MITS 42T/BADAK,HM,88.3
10-07-2025,JUL,TOP LOADER MITS/CENDRAWASIH,HM,3986.8
10-07-2025,JUL,TYRANOSAURUS,HM,8774.2
10-07-2025,JUL,KONECRANES 2,HM,16831.0
10-07-2025,JUL,KONECRANES 3,HM,13866.0
10-07-2025,JUL,KALMAR 31,HM,23716.0
10-07-2025,JUL,KALMAR 19,HM,14565.8
10-07-2025,JUL,KAMBOJA,HM,206.3
10-07-2025,JUL,ULIN,HM,3642.0
10-07-2025,JUL,BENGKIRAI,HM,37.0
10-07-2025,JUL,KANTIL,HM,10422.0
10-07-2025,JUL,RAJAWALI,HM,1664.6
10-07-2025,JUL,SADEWA,HM,454.0
10-07-2025,JUL,TERATAI,HM,904.7
10-07-2025,JUL,PRENJAK,HM,1021.0
10-07-2025,JUL,SAKURA,HM,3512.0
10-07-2025,JUL,GIANT,HM,2972.0
10-07-2025,JUL,PENYU,HM,367.0
10-07-2025,JUL,TULIB,HM,1866.2
10-07-2025,JUL,ORONG-ORONG,HM,1091.3
10-07-2025,JUL,PALEM,HM,3162.0
10-07-2025,JUL,BANTENG 3,HM,1165.0
10-07-2025,JUL,BANTENG 4,HM,5454.0
10-07-2025,JUL,FORKLIF MITS/KENANGA,HM,9148.0
10-07-2025,JUL,GLATIK,HM,1027.0
10-07-2025,JUL,MANYAR,HM,10226.0
10-07-2025,JUL,MATAHARI,HM,9985.0
10-07-2025,JUL,BANTENG 2,HM,1930.0
10-07-2025,JUL,MELATI,HM,690.1
10-07-2025,JUL,PERKUTUT,HM,7121.0
10-07-2025,JUL,MERPATI,HM,2980.0
10-07-2025,JUL,ELANG,HM,33440.0
10-07-2025,JUL,WINDU,HM,1463.0
10-07-2025,JUL,CENDET,HM,3215.0
10-07-2025,JUL,GARUDA,HM,16902.0
10-07-2025,JUL,JATAYU,HM,1131.0
10-07-2025,JUL,KASUARI,HM,6852.0
10-07-2025,JUL,MERAK,HM,12583.0
10-07-2025,JUL,SEMPATI,HM,18497.0
10-07-2025,JUL,HATORI,HM,3575.0
10-07-2025,JUL,RANGER,HM,1713.0
10-07-2025,JUL,BERNARD BEAR,HM,3495.4
10-07-2025,JUL,KUTILANG,HM,6517.8
10-07-2025,JUL,ATOZ,HM,96.0
10-07-2025,JUL,KUDA PUTIH,HM,1226.0
10-07-2025,JUL,PADI,HM,1433.0
10-07-2025,JUL,RANDU,HM,16787.0
10-07-2025,JUL,SERUNI,HM,11163.0
10-07-2025,JUL,WERKUDORO,HM,4527.0
10-07-2025,JUL,JATI,HM,2359.5
10-07-2025,JUL,CEMARA,HM,25172.0
10-07-2025,JUL,GATUT KACA,HM,3229.0
10-07-2025,JUL,TREMBESI,HM,77.0
10-07-2025,JUL,AKASIA,HM,830.0
10-07-2025,JUL,PINUS,HM,386.0
10-07-2025,JUL,BANTENG 1,HM,28.0
10-07-2025,JUL,KALONG,HM,767.0
10-07-2025,JUL,L 8609 UT ( EX L 7954 MU ),HM,9528.5
10-07-2025,JUL,L 8660 UN (EX. L7918MU),HM,12113.0
10-07-2025,JUL,L 8625 UT,HM,11488.0
10-07-2025,JUL,L 8604 UK (EX.L 9620 US),HM,5465.2
10-07-2025,JUL,B 9273 NK,HM,5757.0
10-07-2025,JUL,L 9968 CQ (EX.L 8084 NQ),HM,535.54
10-07-2025,JUL,L 8625 US,HM,548.0
10-07-2025,JUL,L 9622 US,HM,2076.0
10-07-2025,JUL,L 8622 UK (EX.L 9626 US),HM,7276.0
10-07-2025,JUL,L 8073 UL (EX.L 8341 UR),HM,3608.5
10-07-2025,JUL,L 8595 UK (EX.L 9624 US),HM,9108.0
10-07-2025,JUL,L 8712 UK (EX.L 9628 US),HM,6798.7
10-07-2025,JUL,L 8408 UO,HM,4540.0
10-07-2025,JUL,L 8703 UK (EX.L 9173 UQ),HM,21775.0
10-07-2025,JUL,L 8487 UK (EX.L 9631 US),HM,3430.0
10-07-2025,JUL,L 8085 SK ( EX L 7287 TF ),HM,4146.0
10-07-2025,JUL,L 8631 UK (EX.L 9623 US),HM,8640.0
10-07-2025,JUL,L 9103 NN EX. L 8781 LY,HM,3746.8
10-07-2025,JUL,ALPINE,HM,10626.0
10-07-2025,JUL,KOLIBRI,HM,6622.0
10-07-2025,JUL,JALAK,HM,5940.0
10-07-2025,JUL,WALET,HM,1093.0
10-07-2025,JUL,KAKATUA,HM,5033.0
10-07-2025,JUL,KENARI,HM,4152.0
10-07-2025,JUL,KALMAR 22,HM,37695.0
10-07-2025,JUL,SANY KUPP,HM,14719.0
10-07-2025,JUL,ROBIN,HM,2496.0
10-07-2025,JUL,KALMAR 26,HM,34712.0
10-07-2025,JUL,CAMAR,HM,3125.0
10-07-2025,JUL,FLAMINGO,HM,895.0
10-07-2025,JUL,MURAI,HM,1333.0
10-07-2025,JUL,L 8577 UK (EX.L 9561 UQ),HM,12506.0
10-07-2025,JUL,L 8640 UK (EX.L 9562 UQ),HM,25069.0
10-07-2025,JUL,L 8649 UK (EX.L 9580 UQ),HM,23290.0
10-07-2025,JUL,L 9844 UK (EX.L 9569 UQ),HM,30650.0
10-07-2025,JUL,L 8985 UQ,HM,1264.0
10-07-2025,JUL,L 9098 UA (EX.L 9690 UO),HM,10895.0
10-07-2025,JUL,L 9049 US,HM,4248.0
10-07-2025,JUL,L 9049 UQ,HM,1603.7
10-07-2025,JUL,L 8047 UQ,HM,27149.0
10-07-2025,JUL,L 8796 UO (EX.L 9025 US),HM,740.0
10-07-2025,JUL,L 9054 UT (EX.L 8048 UO),HM,23346.0
10-07-2025,JUL,L 9055 UN,HM,21298.0
10-07-2025,JUL,L 9061 UR,HM,8986.0
10-07-2025,JUL,L 9061 US,HM,3366.0
10-07-2025,JUL,L 9062 UN,HM,16549.0
10-07-2025,JUL,L 9064 UR,HM,26110.0
10-07-2025,JUL,L 9064 US,HM,20252.0
10-07-2025,JUL,L 9064 UT,HM,33419.0
10-07-2025,JUL,L 9066 UT,HM,22024.0
10-07-2025,JUL,L 9067 UN,HM,21264.0
10-07-2025,JUL,L 8910 UK (EX.L 9067 UQ),HM,4204.0
10-07-2025,JUL,L 8316 UK (EX.L 9070 UR),HM,14464.0
10-07-2025,JUL,L 8478 UK (EX.L 9070 UQ),HM,24825.0
10-07-2025,JUL,L 8469 UK (EX.L 9069 US),HM,13405.0
10-07-2025,JUL,L 8253 UK (EX.L 9070 UN),HM,30359.0
10-07-2025,JUL,L 8217 UK (EX.L 9069 UT),HM,13140.0
10-07-2025,JUL,L 9115 UQ,HM,17038.0
10-07-2025,JUL,L9116UQ,HM,3793.0
10-07-2025,JUL,L 8251 UO,HM,13930.0
10-07-2025,JUL,L 9118 UQ,HM,29719.0
10-07-2025,JUL,L9120UQ,HM,18486.0
10-07-2025,JUL,L 8280 UK (EX.L 9435 US),HM,20012.0
10-07-2025,JUL,L 8208 UK (EX.L 9436 US),HM,20662.0
10-07-2025,JUL,L 8334 UK (EX.L 9437 US),HM,18837.0
10-07-2025,JUL,L 9848 UK (EX.L 9439 US),HM,29456.0
10-07-2025,JUL,L 8271 UK (EX.L 9440 US),HM,535.0
10-07-2025,JUL,L 8496 UK (EX.L 9634 US),HM,29698.0
10-07-2025,JUL,L 8514 UK (EX.L 9635 US),HM,20820.0
10-07-2025,JUL,L 8523 UK (EX.L 9636 US),HM,17719.0
10-07-2025,JUL,L 8460 UK (EX.L 9637 US),HM,20768.0
10-07-2025,JUL,L 8060 UR (EX.L 9200 UN),HM,32611.0
10-07-2025,JUL,L 9668 UR (EX.L 9300 UN),HM,154.0
10-07-2025,JUL,L 8857 UO (EX.L 9300 UR),HM,3150.0
10-07-2025,JUL,L 9201 UN (EX.L 9300 US),HM,24745.0
10-07-2025,JUL,L 8799 UO (EX.L 9300 UQ),HM,28460.0
10-07-2025,JUL,L 8311 UQ,HM,22113.0
10-07-2025,JUL,L 8322 UQ,HM,31365.0
10-07-2025,JUL,L 8898 UQ,HM,21896.0
10-07-2025,JUL,L 8327 UQ,HM,3323.0
10-07-2025,JUL,L 8293 UQ,HM,27712.0
10-07-2025,JUL,L 8810 UQ,HM,25992.0
10-07-2025,JUL,L 8834 UQ,HM,21250.0
10-07-2025,JUL,L 8295 UQ,HM,22688.0
10-07-2025,JUL,L 8310 UQ,HM,24946.0
10-07-2025,JUL,L 8859 UQ,HM,22954.0
10-07-2025,JUL,L 8819 UQ,HM,29490.0
10-07-2025,JUL,L 8999 UUC (EX.L 9703 UQ),HM,27063.0
10-07-2025,JUL,L 9664 UQ,HM,30954.0
10-07-2025,JUL,L 8038 US,HM,23204.0
10-07-2025,JUL,L 8246 US,HM,23543.0
10-07-2025,JUL,L 8247 US,HM,26687.0
10-07-2025,JUL,L 8191 US,HM,40195.0
10-07-2025,JUL,L 8252 US,HM,39806.0
10-07-2025,JUL,L 8257 US,HM,35817.0
10-07-2025,JUL,L 8266 US,HM,33281.0
10-07-2025,JUL,L 8195 US,HM,28560.0
10-07-2025,JUL,L 8814 UQ,HM,8908.0
10-07-2025,JUL,L 8854 UQ / S 68,HM,32165.0
10-07-2025,JUL,L 8312 UQ,HM,31046.0
10-07-2025,JUL,L 8856 UQ,HM,25836.0
10-07-2025,JUL,L 8016 UR,HM,2277.0
10-07-2025,JUL,L 8478 UUC (EX.L 9958 UQ),HM,31235.0
10-07-2025,JUL,L 8007 UR / S73,HM,28854.0
10-07-2025,JUL,L 8039 US / S74,HM,27086.0
10-07-2025,JUL,L 8477 UUC (EX.L 9902 UR),HM,25130.0
10-07-2025,JUL,L 8115 US / S76,HM,26713.0
10-07-2025,JUL,L 8159 US / S77,HM,24813.0
10-07-2025,JUL,L 8058 US / S78,HM,25303.0
10-07-2025,JUL,L 8050 US / S79,HM,27231.0
10-07-2025,JUL,L 8435 US / S80,HM,28260.0
10-07-2025,JUL,L 8986 UQ,HM,22515.0
10-07-2025,JUL,B 9225 BL,HM,8811.0
10-07-2025,JUL,L 8676 UK (EX.L 9581 UQ),HM,20281.0
10-07-2025,JUL,L 8658 UK (EX.L 9582 UQ),HM,21202.0
10-07-2025,JUL,L 8613 UK (EX.L 9566 UQ),HM,20701.0
10-07-2025,JUL,L 9633 US,HM,31419.0
10-07-2025,JUL,L 9041 NN (EX.L 9621 QA),HM,767.0
10-07-2025,JUL,SIDE LOUDER BOSS,HM,455.0
10-07-2025,JUL,SIDE LOADER BOSS 2,HM,422.0
10-07-2025,JUL,SIDE LOADER 5T,HM,4153.0
10-07-2025,JUL,SIDE LOUDER KALMAR,HM,49408.0
10-07-2025,JUL,SIDE LOADER 3,HM,24700.0
10-07-2025,JUL,PA 8511 AH,HM,22015.0
10-07-2025,JUL,L 8568 UK (EX.L 9627 US),HM,17103.0
10-07-2025,JUL,L 9580 UA (EX.L 9025 UT),HM,41069.0
10-07-2025,JUL,B 9220 BL,HM,10626.0
10-07-2025,JUL,B 9224 BL,HM,3704.0
10-07-2025,JUL,B 9974 KJ,HM,41635.0
10-07-2025,JUL,B 9976 KJ,HM,44086.0
10-07-2025,JUL,B 9493 JA,HM,45214.0
10-07-2025,JUL,B 9137 MJ (EX.B 9494 JA),HM,7609.0
10-07-2025,JUL,B 9157 ZJ,HM,4289.0
10-07-2025,JUL,B 9628 ZJ,HM,47428.0
10-07-2025,JUL,B 9566 ZB,HM,43696.0
10-07-2025,JUL,L 9583 UQ,HM,14825.0
10-07-2025,JUL,L 9049 UR,HM,48258.0
10-07-2025,JUL,L 9376 UN,HM,46090.0
10-07-2025,JUL,L 8153 UO EX.L 9378 UN,HM,36861.0
10-07-2025,JUL,L 9052 UR,HM,7540.0
10-07-2025,JUL,L 9048 UT,HM,46904.0
10-07-2025,JUL,L 9049 UN,HM,3191.0
11-07-2025,JUL,LINDE,HM,17729.0
11-07-2025,JUL,KALMAR 32,HM,23603.0
11-07-2025,JUL,KONECRANES,HM,6247.0
11-07-2025,JUL,SMV,HM,8272.0
11-07-2025,JUL,KALMAR 20,HM,2615.0
11-07-2025,JUL,KALMAR 21,HM,39587.0
11-07-2025,JUL,KALMAR11/KINGKONG 2,HM,18703.0
11-07-2025,JUL,KALMAR 28,HM,27905.0
11-07-2025,JUL,KALMAR 29,HM,30742.0
11-07-2025,JUL,KALMAR 30,HM,16296.0
11-07-2025,JUL,KALMAR 14,HM,16583.0
11-07-2025,JUL,KALMAR 17,HM,2418.0
11-07-2025,JUL,KALMAR 12,HM,5519.0
11-07-2025,JUL,KALMAR 15,HM,25438.0
11-07-2025,JUL,KALMAR 16,HM,4321.0
11-07-2025,JUL,KALMAR 24,HM,9615.0
11-07-2025,JUL,KALMAR 25,HM,30665.0
11-07-2025,JUL,KALMAR 27,HM,28463.0
11-07-2025,JUL,CRANE LB 75/KANGGURU,HM,3908.3
11-07-2025,JUL,CRANE LB 80T/LUCKY DOLPHIN,HM,5170.0
11-07-2025,JUL,GAJAH TUNGGAL,HM,544.3
11-07-2025,JUL,KALMAR 13,HM,169.7
11-07-2025,JUL,RAFLESIA,HM,23437.0
11-07-2025,JUL,SCORPION,HM,3107.0
11-07-2025,JUL,TOBATI (EX.FL KALMAR 32T),HM,13949.5
11-07-2025,JUL,WARLOCK,HM,9723.7
11-07-2025,JUL,SOKA,HM,1988.0
11-07-2025,JUL,KALMAR2/BISON,HM,9301.0
11-07-2025,JUL,KALAMR5/KINGKONG 1,HM,27326.7
11-07-2025,JUL,KALMAR 23,HM,23287.0
11-07-2025,JUL,KALMAR 4,HM,19996.0
11-07-2025,JUL,KALMAR 7,HM,1580.0
11-07-2025,JUL,KALMAR 18,HM,71487.0
11-07-2025,JUL,KALMAR1/GAJAH,HM,15731.5
11-07-2025,JUL,RG01,HM,56385.0
11-07-2025,JUL,RG02,HM,56664.0
11-07-2025,JUL,RG03,HM,56844.0
11-07-2025,JUL,LANDAK,HM,1995.0
11-07-2025,JUL,MAGNETO,HM,8236.0
11-07-2025,JUL,XAVIER,HM,15506.0
11-07-2025,JUL,TITAN,HM,739.0
11-07-2025,JUL,WIND RIVER (EX.TL BOSS 42T),HM,77.3
11-07-2025,JUL,TOP LOADER MITS 42T/BADAK,HM,88.5
11-07-2025,JUL,TOP LOADER MITS/CENDRAWASIH,HM,3987.2
11-07-2025,JUL,TYRANOSAURUS,HM,8775.2
11-07-2025,JUL,KONECRANES 2,HM,16831.0
11-07-2025,JUL,KONECRANES 3,HM,13882.0
11-07-2025,JUL,KALMAR 31,HM,23731.0
11-07-2025,JUL,KALMAR 19,HM,14568.9
11-07-2025,JUL,KAMBOJA,HM,206.4
11-07-2025,JUL,ULIN,HM,3644.0
11-07-2025,JUL,BENGKIRAI,HM,37.0
11-07-2025,JUL,KANTIL,HM,10422.0
11-07-2025,JUL,RAJAWALI,HM,1664.6
11-07-2025,JUL,SADEWA,HM,454.0
11-07-2025,JUL,TERATAI,HM,907.0
11-07-2025,JUL,PRENJAK,HM,1021.0
11-07-2025,JUL,SAKURA,HM,3512.0
11-07-2025,JUL,GIANT,HM,2972.0
11-07-2025,JUL,PENYU,HM,368.0
11-07-2025,JUL,TULIB,HM,1869.8
11-07-2025,JUL,ORONG-ORONG,HM,1091.3
11-07-2025,JUL,PALEM,HM,3162.0
11-07-2025,JUL,BANTENG 3,HM,1167.0
11-07-2025,JUL,BANTENG 4,HM,5461.0
11-07-2025,JUL,FORKLIF MITS/KENANGA,HM,9152.0
11-07-2025,JUL,GLATIK,HM,1027.0
11-07-2025,JUL,MANYAR,HM,10226.0
11-07-2025,JUL,MATAHARI,HM,9990.0
11-07-2025,JUL,BANTENG 2,HM,1930.0
11-07-2025,JUL,MELATI,HM,690.2
11-07-2025,JUL,PERKUTUT,HM,7121.0
11-07-2025,JUL,MERPATI,HM,2986.0
11-07-2025,JUL,ELANG,HM,33446.0
11-07-2025,JUL,WINDU,HM,1464.0
11-07-2025,JUL,CENDET,HM,3215.0
11-07-2025,JUL,GARUDA,HM,16902.0
11-07-2025,JUL,JATAYU,HM,1135.0
11-07-2025,JUL,KASUARI,HM,6852.0
11-07-2025,JUL,MERAK,HM,12601.0
11-07-2025,JUL,SEMPATI,HM,18504.0
11-07-2025,JUL,HATORI,HM,3578.0
11-07-2025,JUL,RANGER,HM,1720.0
11-07-2025,JUL,BERNARD BEAR,HM,3495.4
11-07-2025,JUL,KUTILANG,HM,6517.9
11-07-2025,JUL,ATOZ,HM,98.0
11-07-2025,JUL,KUDA PUTIH,HM,1231.0
11-07-2025,JUL,PADI,HM,1435.0
11-07-2025,JUL,RANDU,HM,16791.0
11-07-2025,JUL,SERUNI,HM,11163.0
11-07-2025,JUL,WERKUDORO,HM,4534.0
11-07-2025,JUL,JATI,HM,2362.3
11-07-2025,JUL,CEMARA,HM,25174.0
11-07-2025,JUL,GATUT KACA,HM,3231.0
11-07-2025,JUL,TREMBESI,HM,77.0
11-07-2025,JUL,AKASIA,HM,832.0
11-07-2025,JUL,PINUS,HM,387.0
11-07-2025,JUL,BANTENG 1,HM,28.0
11-07-2025,JUL,KALONG,HM,771.0
11-07-2025,JUL,L 8609 UT ( EX L 7954 MU ),HM,9531.1
11-07-2025,JUL,L 8660 UN (EX. L7918MU),HM,12113.0
11-07-2025,JUL,L 8625 UT,HM,11500.0
11-07-2025,JUL,L 8604 UK (EX.L 9620 US),HM,5465.2
11-07-2025,JUL,B 9273 NK,HM,5766.0
